,id_komentar,nama_akun,tanggal,text_cleaning,text_cleaning_cleaned,sentimen,text_cleaning_initial
355,Ugx0b2ZluAH4WkqqG1F4AaABAg,passaku 7,2023-06-13 01:37:11+00:00,bukan   laku mobilitas batas tambah ngecas pake waktu beda sama bensin ngisi langsung gas,laku mobilitas batas ngecas pakai beda bensin isi langsung gas,negatif,bukan   laku mobilitas batas tambah ngecas pakai waktu beda sama bensin mengisi langsung gas
356,Ugyzb6ch5jdmOa14fXx4AaABAg,dayat kusuma,2023-06-13 00:52:57+00:00,bawah jt rakyat kelas tengah bawah beli atas aneh rakyat butuh kerja punya hasil baru beli,juta rakyat kelas beli aneh rakyat butuh kerja hasil beli,negatif,bawah juta rakyat kelas tengah bawah beli atas aneh rakyat butuh kerja punya hasil baru beli
357,UgxxGL8s99YjS-aXn0t4AaABAg,Okky Subiantoro,2023-06-13 00:20:48+00:00,harga mahal kualitas   kuat guna mesin isi baterai lama stasiun isi indonesia gimana mau laku,harga mahal kualitas kuat mesin isi baterai stasiun isi indonesia laku,negatif,harga mahal kualitas   kuat guna mesin isi baterai lama stasiun isi indonesia bagaimana mau laku
358,UgxghS7pJF1ppHemuDR4AaABAg,sujar wadi,2023-06-12 23:32:22+00:00,subsidi,subsidi,netral,subsidi
359,Ugxk4Mmw2l10B7ztmb94AaABAg,Zoel Along,2023-06-12 20:07:53+00:00,mau laris manis buat bakar pungsi tenaga surya minyak bensin lebih irit banyak untung masyarakat pertalit tiada,laris manis bakar pungsi tenaga surya minyak bensin irit untung masyarakat pertalit tiada,positif,mau laris manis buat bakar pungsi tenaga surya minyak bensin lebih irit banyak untung masyarakat pertalit tiada
360,UgxiUILdRu4G6Dv-5Ud4AaABAg,I love cuan FTO88 - ORIGINAL,2023-06-12 17:14:38+00:00,bukan   mau daya beli   kurang drastis tak uang bawah,daya beli drastis uang,negatif,bukan   mau daya beli   kurang drastis tak uang bawah
361,UgxG46Fu7-EbmYC953V4AaABAg,BRO_LONG,2023-06-12 16:52:16+00:00,karna tempat isi bahan bakar sangat sulit mahal,isi bahan bakar sulit mahal,negatif,karena tempat isi bahan bakar sangat sulit mahal
362,UgwP0PHGOh2T1CGr5MB4AaABAg,Bambang Elkadi,2023-06-12 14:55:56+00:00,bukan dealer salah konsumen wait and se hitung cermat putus beli,dealer salah konsumen tunggu and hitung cermat putus beli,negatif,bukan dealer salah konsumen tunggu and se hitung cermat putus beli
363,UgxVR2nce3GjfsXWR9l4AaABAg,moteng freeTV,2023-06-12 14:04:55+00:00,bukan buat indonesia buat apa dbeli ngurusi smk   sanggup mlah ngundang infestor asing,indonesia dbeli urus sekolah tengah juru sanggup undang infestor asing,negatif,bukan buat indonesia buat apa dbeli mengurusi sekolah menengah kejuruan   sanggup malah mengundang infestor asing
364,Ugznhq8ZMKJvuIL4VB14AaABAg,yutupcincoicincong,2023-06-12 13:58:50+00:00,bahan bakar air kok hilang,bahan bakar air hilang,negatif,bahan bakar air kok hilang
365,UgycLYKtThLLn7T4Qk54AaABAg,salman alfarisi,2023-06-12 13:41:44+00:00,negara   mau rubah   pertama dipikirin jangan jual dulu tempat   buat cas dipikirin dulu dibanyakin dulu tempat jangan dibanyakin mana orang beli susah nyari tempat cas,negara rubah pikir jual cas pikir dibanyakin dibanyakin orang beli susah cari cas,negatif,negara   mau rubah   pertama dipikirkan jangan jual dulu tempat   buat cas dipikirkan dulu dibanyakin dulu tempat jangan dibanyakin mana orang beli susah mencari tempat cas
366,UgysYbSfR3y_Broo7zF4AaABAg,annonymous name,2023-06-12 13:25:26+00:00,suara reporter  kok  ilang,suara reporter hilang,negatif,suara reporter  kok  hilang
367,UgziDDvYlXBsNPg9bNt4AaABAg,Infonatura Food,2023-06-12 11:29:10+00:00,coba kaya bensin isi cepat menit isi kaya spbu bensin harga kaya bensin mampu angkut kaya bensin   usah banyak teori kosong laku geser bensin  orang  lebih harga waktu kescepatan simpel daya,coba bensin isi cepat menit isi spbu bensin harga bensin angkut bensin teori kosong laku geser bensin orang harga kescepatan simpel daya,negatif,coba kayak bensin isi cepat menit isi kayak spbu bensin harga kayak bensin mampu angkut kayak bensin   usah banyak teori kosong laku geser bensin  orang  lebih harga waktu kescepatan simpel daya
368,Ugxd0TagtwTQFROjchJ4AaABAg,Supriadi Supriadi,2023-06-12 10:58:47+00:00,isi daya daerah,isi daya daerah,negatif,isi daya daerah
369,Ugy3UgqxaASC4pVB8ad4AaABAg,Meti Amalia,2023-06-12 10:42:52+00:00,rakyat mana sih   beli kendara cuma rakyat banyak blm mampu boro boro,rakyat beli kendara rakyat boro boro,negatif,rakyat mana sih   beli kendara cuma rakyat banyak belum mampu boro boro
370,UgwQ2b3GNMwHZYypve54AaABAg,Syahmedi Lubis,2023-06-12 09:49:12+00:00,dapat harga mahal batre kurang tahan tempat cas kota besar produksi bentuk sedan mau buat toyota innova,harga mahal baterai tahan cas kota produksi bentuk sedan toyota innova,positif,dapat harga mahal baterai kurang tahan tempat cas kota besar produksi bentuk sedan mau buat toyota innova
371,UgyWLsqoxAfbEOG9FaR4AaABAg,anton basuki,2023-06-12 07:22:19+00:00,prioritas transportasi umum,prioritas transportasi,positif,prioritas transportasi umum
372,UgxioGroZP0VV0edA5F4AaABAg,Badarsyah Badarsyah,2023-06-12 07:19:52+00:00,entu masalah harga baterynya   nyaris paruh harga masyarakat kwatir satu waktu masa pakai batery habis sangat mahal berat milik ev,entu harga baterynya paruh harga masyarakat kawatir pakai batery habis mahal berat milik ev,positif,entu masalah harga baterynya   nyaris paruh harga masyarakat kawatir satu waktu masa pakai batery habis sangat mahal berat milik ev
373,UgxIUiqLQK9C-kzNl_Z4AaABAg,Sketsa Kafit,2023-06-12 06:41:56+00:00,harus ev armada transportasi umum   sih,ev armada transportasi,negatif,harus ev armada transportasi umum   sih
374,UgxP2AtLoa41Gpjz7K14AaABAg,Karang Jaya,2023-06-12 06:37:31+00:00,jual paksa harga jual mahal subsidi perintah kwalitas uji suku cadang kendara   kok curiga subsidi apa benar beli kendara,jual paksa harga jual mahal subsidi perintah kualitas uji suku cadang kendara curiga subsidi beli kendara,negatif,jual paksa harga jual mahal subsidi perintah kualitas uji suku cadang kendara   kok curiga subsidi apa benar beli kendara
375,UgwFiCnZuPCrzJlrNpp4AaABAg,Approved Card,2023-06-12 06:35:37+00:00,mana laris jual harga mahal sulit lapang kerja makan kurang kok beli,laris jual harga mahal sulit lapang kerja makan beli,positif,mana laris jual harga mahal sulit lapang kerja makan kurang kok beli
376,Ugzl4AmPb1EPIBB-7ih4AaABAg,Arf.,2023-06-12 06:32:08+00:00,hybrid kunci,hybrid kunci,positif,hybrid kunci
377,UgzjZK_i71nLaDmCXZN4AaABAg,Zaenal Arifin,2023-06-12 06:03:03+00:00,strategi jls salah   bikin strategi perang mungkin jago   strategi dagang   jago   mau laku rubah budaya masyarakat indonesia   orang indonesia   mau beli kendara jual     harga jatuh   hampir th dunia otomotif jd tahu budaya orang indonesia contoh knp suzuki kurang laku   harga jual jatuh coba   honda toyota contoh   avanza sama xenia     harga xenia lebih murah   knp avanza   laku   pertama harga jual lebih bagus     xenia dua brand toyota   orang lihat semua budaya masyarakat sini lihat kendara bukan   harga     brand harga jual,strategi salah bikin strategi perang jago strategi dagang jago laku rubah budaya masyarakat indonesia orang indonesia beli kendara jual harga jatuh dunia otomotif budaya orang indonesia contoh suzuki laku harga jual jatuh coba honda toyota contoh avanza xenia harga xenia murah avanza laku harga jual bagus xenia merek toyota orang lihat budaya masyarakat lihat kendara harga merek harga jual,positif,strategi jelas salah   bikin strategi perang mungkin jago   strategi dagang   jago   mau laku rubah budaya masyarakat indonesia   orang indonesia   mau beli kendara jual     harga jatuh   hampir tahun dunia otomotif jadi tahu budaya orang indonesia contoh kenapa suzuki kurang laku   harga jual jatuh coba   honda toyota contoh   avanza sama xenia     harga xenia lebih murah   kenapa avanza   laku   pertama harga jual lebih bagus     xenia dua merek toyota   orang lihat semua budaya masyarakat sini lihat kendara bukan   harga     merek harga jual
378,Ugw91fALy2aaE3liEbB4AaABAg,ella,2023-06-12 04:49:19+00:00,lebih baik mikirin sarana transportasi umum jangkau jangkau sampe daerah tidack kurang macet mahal kurang fasilitas   maintenance   gimana yha perintah sibuk bangun tol   notabene     banyak banyak   lewat tol makin cuan   punya tol,pikir sarana transportasi jangkau jangkau daerah macet mahal fasilitas maintenance perintah sibuk bangun tol notabene tol cuan tol,negatif,lebih baik memikirkan sarana transportasi umum jangkau jangkau sampai daerah tidak kurang macet mahal kurang fasilitas   maintenance   bagaimana ya perintah sibuk bangun tol   notabene     banyak banyak   lewat tol makin cuan   punya tol
379,UgxI72XOO6AiFwTHHd54AaABAg,Orang Bebas,2023-06-12 04:11:13+00:00,  baru buat orang ragu ragu kaya waktu minyak tanah alih gas lpg sekarang gas lpg suruh rubah minyak tanah ogah coba pln buat meter wat besar abonemen murah minat masyarakat cara dukung ekosistem motor,orang ragu ragu minyak tanah alih gas lpg gas lpg suruh rubah minyak tanah ogah coba usaha listrik negara meter abonemen murah minat masyarakat dukung ekosistem motor,negatif,  baru buat orang ragu ragu kayak waktu minyak tanah alih gas lpg sekarang gas lpg suruh rubah minyak tanah ogah coba perusahaan listrik negara buat meter buat besar abonemen murah minat masyarakat cara dukung ekosistem motor
380,UgyAWNWIx3hZo27Z62Z4AaABAg,taxiboy in BoYtransport,2023-06-12 04:05:17+00:00,harga cekik coba jt banyak rakyat toleh,harga cekik coba juta rakyat toleh,positif,harga cekik coba juta banyak rakyat toleh
381,UgxGeN6LSM-FHiEIdnF4AaABAg,Eko Saputro,2023-06-12 02:48:56+00:00,bentuk lucu main,bentuk lucu main,positif,bentuk lucu main
382,UgwUfYmiUYa_4Bo7DXJ4AaABAg,Bagong tambeng,2023-06-12 01:59:22+00:00,jalan satu satu   harga murah subsidi besar besar laku,jalan harga murah subsidi laku,positif,jalan satu satu   harga murah subsidi besar besar laku
383,UgzTdF9tsUvYn1qaASp4AaABAg,Irawan Aba,2023-06-12 01:17:42+00:00,generasi esmk baru he,generasi esmk he,negatif,generasi esmk baru he
384,UgzxTdXWtuxsnlpEoJh4AaABAg,Suyadi Dadik,2023-06-12 00:37:27+00:00,  itu orang mampu tani minta subsidi pupuk laku,orang tani subsidi pupuk laku,negatif,  itu orang mampu tani meminta subsidi pupuk laku
385,Ugwduk4SjgKYnj3RVBN4AaABAg,alfian ihwalul,2023-06-12 00:36:13+00:00,harga mahal  banget   gimana  mau beli,harga mahal beli,positif,harga mahal  banget   bagaimana  mau beli
386,UgwSCB1CHatcFqW3pCp4AaABAg,aulia rahma,2023-06-12 00:25:30+00:00, sila  angkut umum   pribadi apa beda sama sama menuhin jalan,sila angkut pribadi beda penuh jalan,netral, sila  angkut umum   pribadi apa beda sama sama memenuhi jalan
387,UgzoUL2Mor83rkPWr0t4AaABAg,genta mulia jaya,2023-06-11 22:15:34+00:00,sangat mahal,mahal,negatif,sangat mahal
388,UgynmUc0a4M6pfYvHGh4AaABAg,Yunus 94,2023-06-11 18:48:20+00:00,masyarakat   miskin,masyarakat miskin,negatif,masyarakat   miskin
389,UgzwK3omyJprkqZaddJ4AaABAg,Itsumo Saiko,2023-06-11 17:01:28+00:00,bagaimana kenderaan elektrik indonesia nak laku pusat changer   cukup jalan raya buruk apa kuasa beli rata rakyat indonesia rendah walaupun duduk ramai,kenderaan elektrik indonesia nak laku pusat changer jalan raya buruk kuasa beli rakyat indonesia rendah duduk ramai,negatif,bagaimana kenderaan elektrik indonesia nak laku pusat changer   cukup jalan raya buruk apa kuasa beli rata rakyat indonesia rendah walaupun duduk ramai
390,UgzKt5Npv6x4PDSr1Ix4AaABAg,Subagja,2023-06-11 15:00:01+00:00,  jelas harga beli token swap motor sama harga beli bbm sama     boong apalgi ken mayoritas orang indonesia pergi jauh cepet   buat cuman kerja sih,harga beli token swap motor harga beli bahan bakar minyak bohong ken mayoritas orang indonesia pergi cepat kerja,positif,  jelas harga beli token swap motor sama harga beli bahan bakar minyak sama     bohong apalagi ken mayoritas orang indonesia pergi jauh cepat   buat cuma kerja sih
391,UgzbDnEJpVa5fP56zE94AaABAg,Rasbut Ganteng,2023-06-11 12:42:28+00:00,puas   laku,puas laku,positif,puas   laku
392,UgyxunEZZI_5TOjz1Wt4AaABAg,Ardi Farel,2023-06-11 11:51:42+00:00,terlalu kecil per sisa bahan,sisa bahan,negatif,terlalu kecil per sisa bahan
393,UgyWX-y0C9Je59FybHh4AaABAg,taufik hidayat,2023-06-11 11:51:32+00:00,sekali cas sampe surabaya   beli,cas surabaya beli,negatif,sekali cas sampai surabaya   beli
394,UgzNdAe1JEO2_dWv59Z4AaABAg,Rango Channel CBS,2023-06-11 11:08:02+00:00,bukan   laku harga   mahal,laku harga mahal,positif,bukan   laku harga   mahal
395,UgxbOW7oes38dLNbe8d4AaABAg,SAHIR VLOG CLP,2023-06-11 10:17:51+00:00,jelas mahal charging lama jelajah pendek dpminan no,mahal charging jelajah pendek dpminan no,negatif,jelas mahal charging lama jelajah pendek dpminan no
396,UgxGPUV2BUTpAFoA9_B4AaABAg,AKBARファタハ,2023-06-11 09:01:05+00:00,perlu subsidi tiket kai,subsidi tiket,positif,perlu subsidi tiket kamu
397,UgzgD_w0jZkUM8vOkwB4AaABAg,Only One,2023-06-11 08:19:17+00:00,lama video buat inti kendraan bensin lebih murah harga beli,video inti kendraan bensin murah harga beli,positif,lama video buat inti kendraan bensin lebih murah harga beli
398,Ugx3exxC8gdPZopL-7F4AaABAg,5191 nugroho,2023-06-11 08:04:07+00:00,pindah polusi udara kota pindah kawasan pltu   hasil polusi lebih parah makin besar guna ev makin besar minta daya makin banyak batubara   bakar,pindah polusi udara kota pindah kawasan pltu hasil polusi parah ev daya batubara bakar,negatif,pindah polusi udara kota pindah kawasan pltu   hasil polusi lebih parah makin besar guna ev makin besar meminta daya makin banyak batubara   bakar
399,Ugwsue0-oSP_ogHICOB4AaABAg,احمد بدردىن,2023-06-11 08:02:33+00:00,bagaimana laku lebih cuma irit irit sangat giur kaum ekonomi bawah ironis kendara hargae atas jt bahkan milyar nyata punya uanga atas juta bahkan milyar terlalu pikir irit pikir gengsi status kaya mana mungkim mau,laku irit irit giur kaum ekonomi ironis kendara hargae juta milyar nyata uanga juta milyar pikir irit pikir gengsi status mungkim,negatif,bagaimana laku lebih cuma irit irit sangat giur kaum ekonomi bawah ironis kendara hargae atas juta bahkan milyar nyata punya uanga atas juta bahkan milyar terlalu pikir irit pikir gengsi status kayak mana mungkim mau
400,UgwE4-s8ewLYd13gsB14AaABAg,Muhsin Fath,2023-06-11 07:58:14+00:00,bantu pajak kokuntuk menuhin jalan raya bikin macet kocag transportasi umum banyakin aduh ampun investor akal sehat ilang,bantu pajak kokuntuk penuh jalan raya bikin macet kocag transportasi banyak aduh ampun investor akal sehat hilang,negatif,bantu pajak kokuntuk memenuhi jalan raya bikin macet kocag transportasi umum perbanyak aduh ampun investor akal sehat hilang
401,UgyEin9pIscoKBF7GR54AaABAg,Daun Hijau,2023-06-11 07:57:31+00:00,anggap   beli cashnya habis tengah jalang terus   mau ngisi cashnya numpang rumah orang mana   tinggal desa,anggap beli cashnya habis jalang isi cashnya tumpang rumah orang tinggal desa,positif,anggap   beli cashnya habis tengah jalang terus   mau mengisi cashnya menumpang rumah orang mana   tinggal desa
402,Ugwpnf3svMAR5TnqDy94AaABAg,Muhammad Nurdjajadi,2023-06-11 07:36:30+00:00,jangan terlalu ekor luar negeri hidup akan dikte luar buat atur sengsara rakyat pln bangun mahal mau pensiun dini beli mahal pajak mahal mau batas jalan ganjil genap pajak progressif terus mau apa,ekor negeri hidup dikte atur sengsara rakyat usaha listrik negara bangun mahal pensiun beli mahal pajak mahal batas jalan ganjil genap pajak progressif,negatif,jangan terlalu ekor luar negeri hidup akan dikte luar buat atur sengsara rakyat perusahaan listrik negara bangun mahal mau pensiun dini beli mahal pajak mahal mau batas jalan ganjil genap pajak progressif terus mau apa
403,Ugzl7WAFjK3WDlm5bTV4AaABAg,Deddy Kurniawan,2023-06-11 07:19:04+00:00,    beli harga tinggi dulu kira juta  lebih  baik beli avanza bekas harga juta,beli harga juta beli avanza bekas harga juta,positif,    beli harga tinggi dulu kira juta  lebih  baik beli avanza bekas harga juta
404,Ugy0GtwPBxNL5tcWRA94AaABAg,wahyusaputro,2023-06-11 06:56:40+00:00,akar masalah muahal,akar mahal,negatif,akar masalah mahal
405,Ugw3BjDmjt8uUENR5TV4AaABAg,Always Cuan,2023-06-11 06:16:06+00:00,kendara   evektif banyak minus repot   praktis chargernya lama mending kendara bbm isi   lama,kendara evektif minus repot praktis chargernya mending kendara bahan bakar minyak isi,negatif,kendara   evektif banyak minus repot   praktis chargernya lama mending kendara bahan bakar minyak isi   lama
406,UgyIYgZzw1rfm9yMaGB4AaABAg,Mekanik Tobat channel,2023-06-11 05:32:45+00:00,ingin rakyat kurang phk anggur pusing  lihat  perintah dagang terus terus dagang tv digital dagang tiket motogp dagang,rakyat putus hubung kerja anggur pusing lihat perintah dagang dagang televisi digital dagang tiket moto gp dagang,negatif,ingin rakyat kurang pemutusan hubungan kerja anggur pusing  lihat  perintah dagang terus terus dagang televisi digital dagang tiket moto gp dagang
407,Ugx1Q_6sxzBZTg_pGth4AaABAg,MasNailun,2023-06-11 05:10:33+00:00,tempat charger banyak spbu mungkin banyak   beli,charger spbu beli,negatif,tempat charger banyak spbu mungkin banyak   beli
408,UgzCThsLR17FhNplyLZ4AaABAg,Kanoa cetta 13 Cetta,2023-06-11 04:57:36+00:00,inti mahal   harga puluh ribu   jual segitu laku cepat,inti mahal harga puluh ribu jual laku cepat,positif,inti mahal   harga puluh ribu   jual sebegitu laku cepat
409,Ugz3sEUJ6DQshQzfMT54AaABAg,Willy Widhardjo,2023-06-11 04:28:03+00:00,larang jalan protokol thamrin sudirman e e motor,larang jalan protokol thamrin sudirman e e motor,negatif,larang jalan protokol thamrin sudirman e e motor
410,UgzF2faFbPrz_732P5x4AaABAg,Kenzo Wibu,2023-06-11 04:21:16+00:00,fasilitas cas   banyak orang mikir mau cas   bawa jalan,fasilitas cas orang pikir cas bawa jalan,negatif,fasilitas cas   banyak orang pikir mau cas   bawa jalan
